Chromosome/scaffold name	Transcript start (bp)	Transcript end (bp)
7	101148477	101151614
7	100985778	101002091
7	100985622	101002050
7	100913919	100916720
7	100909612	100911459
7	100831613	100836249
7	100829394	100831320
7	100711666	100714941
7	100502479	100504470
7	100431122	100432171
7	100351591	100353678
7	100062149	100062691
7	99659271	99672152
7	99563273	99566704
7	99558271	99558813
7	99269896	99271039
7	99007888	99008880
7	98942870	98944399
7	98591214	98596936
7	98584060	98587303
7	98434798	98446186
7	97772275	97774893
7	97678908	97682424
7	97374001	97374180
7	97198452	97199602
7	96738377	96740300
7	96051270	96054267
7	96042652	96044957
7	95931819	95934163
7	95931073	95934163
7	95853104	95856784
7	95663429	95668481
7	95566321	95570131
7	95566321	95570188
7	95566312	95570131
7	95566312	95570188
7	95474224	95479168
7	95456099	95456862
7	95456359	95459268
7	95456099	95459731
7	95458007	95459741
7	95123831	95147199
7	95125258	95147199
7	94861526	94864886
7	94682536	94692698
7	94543712	94548260
7	94421662	94422318
7	93712368	93713754
7	93417125	93419760
7	93403615	93412635
7	93190468	93191353
7	93189728	93191396
7	93105567	93108066
7	92966572	92968592
7	92966320	92968603
7	92751684	92754063
7	92104636	92114777
7	91882218	91883881
7	91784375	91785617
7	91745789	91747882
7	91658060	91659649
7	90740791	90743884
7	90739636	90745701
7	90705650	90707261
7	90566851	90572748
7	89912626	89957628
7	89912626	89915749
7	89937660	89957628
7	89736429	89737559
7	89458327	89461683
7	89458327	89461692
7	89458327	89461715
7	89342459	89345418
7	89182569	89184820
7	89182569	89185082
7	89122466	89122914
7	89116752	89120202
7	89059718	89061311
7	88825394	88829152
7	88823260	88824882
7	88823260	88829152
7	88823260	88829165
7	88534216	88573378
7	88336857	88338085
7	87543491	87543892
7	87539547	87540530
7	86899329	86901538
7	86899325	86901538
7	86901154	86902276
7	86826347	86828110
7	86826321	86828110
7	86760724	86772751
7	86760724	86761434
7	86461530	86464913
7	86459173	86464913
7	86082461	86083982
7	86073270	86075426
7	86073258	86087884
7	86073258	86087925
7	85908803	85909631
7	85907422	85909631
7	85907159	85909631
7	85747800	85749428
7	85743246	85749428
7	85732770	85749428
7	85732770	85749435
7	85732538	85733540
7	85664625	85665508
7	85662465	85665508
7	85323356	85323944
7	84870169	84881375
7	84342417	84347753
7	84304768	84305979
7	83479901	83483918
7	83464904	83470815
7	83065175	83073766
7	82757721	82758374
7	82757653	82758374
7	82757652	82758374
7	82745968	82758374
7	82672559	82680284
7	82672544	82681910
7	82352131	82358119
7	82105784	82109932
7	82079629	82080705
7	81477942	81479359
7	81429366	81430783
7	81151344	81163493
7	80189428	80201455
7	79288412	79288917
7	79119386	79123848
7	78928273	78930499
7	78814320	78837309
7	78832852	78837541
7	78815030	78837541
7	78814645	78837541
7	78795317	78806202
7	78802336	78803044
7	78367464	78396394
7	78366940	78396394
7	78366239	78396394
7	78366133	78396394
7	78211074	78215156
7	77615354	77625258
7	77624025	77625260
7	77615414	77625260
7	77244855	77246554
7	77037124	77040805
7	76914403	76915497
7	76868751	76869510
7	75921904	75925494
7	75772185	75772637
7	75349772	75351635
7	74909348	74912207
7	74548534	74549316
7	74139858	74148679
7	74139873	74148720
7	73450223	73464064
7	73078556	73079067
7	73023732	73027793
7	72261177	72305728
7	72261243	72305728
7	72218043	72220194
7	72163759	72165053
7	72000638	72008648
7	72044775	72053779
7	71632123	71632514
7	71486371	71488353
7	71407008	71409755
7	71407004	71409755
7	71404849	71406722
7	71173424	71194892
7	71173354	71194892
7	70783965	70784291
7	70705959	70707297
7	69803681	69807735
7	69803835	69808004
7	69779115	69779423
7	69648946	69651295
7	69200955	69202008
7	68998812	68999918
7	68998399	68999918
7	68909594	68914907
7	68614463	68614938
7	68562795	68563025
7	68475561	68480629
7	68467283	68474097
7	68361829	68366916
7	67756532	67759241
7	67724377	67725065
7	65940826	65947858
7	65931118	65931600
7	65261699	65261897
7	64359665	64360334
7	63937840	63941801
7	63937611	63940122
7	63885940	63886520
7	63041810	63042435
7	63042048	63042529
7	63018118	63019062
7	63018122	63019391
7	63019063	63019275
7	62990743	62997033
7	62990693	62997102
7	62560190	62561642
7	62503722	62504076
7	62316466	62316976
7	61244766	61252000
7	59704892	59705891
7	59704023	59705891
7	59704023	59705910
7	57834570	57835407
7	57763773	57764719
7	57077560	57082391
7	57080740	57082391
7	56747434	56748708
7	56746200	56748708
7	56094923	56096312
7	55629990	55631734
7	55649519	55652208
7	55649519	55652214
7	55649345	55652214
7	54381361	54382953
7	54358050	54360683
7	54345893	54348146
7	54234392	54237327
7	54214678	54217371
7	53688209	53690097
7	53492099	53502492
7	53195090	53195533
7	53039574	53040991
7	52855422	52858051
7	52773401	52774399
7	52693116	52697347
7	52692760	52697347
7	52339067	52339948
7	52323388	52325396
7	52321307	52325396
7	51982434	52017528
7	51982434	52017475
7	51816000	51824469
7	51811691	51812204
7	51666557	51668969
7	51667435	51669114
7	50500356	50540768
7	50530591	50540768
7	50292830	50294076
7	50292531	50294076
7	49642652	49646452
7	49615339	49620989
7	49618939	49620989
7	49529472	49547319
7	49395772	49396613
7	49380244	49385263
7	49071443	49072003
7	48976985	48978794
7	48976985	48980406
7	48650173	48652355
7	48563179	48564290
7	48318818	48335772
7	48132716	48136402
7	48062188	48067798
7	47940808	47953476
7	47950672	47953476
7	47609681	47614710
7	47613080	47614710
7	47607665	47608343
7	47411536	47423386
7	47411204	47417574
7	47369490	47371244
7	47370279	47371751
7	47368295	47369449
7	46881988	46885089
7	46799896	46812473
7	46809961	46812473
7	46729296	46729935
7	46670382	46680085
7	46670127	46670951
7	46355271	46356075
7	46344371	46345015
7	46321717	46321944
7	46056545	46058052
7	45902200	45902540
7	45901688	45902540
7	45552566	45558376
7	45552566	45558537
7	45218156	45219029
7	45185880	45186810
7	45130626	45133387
7	45130626	45131915
7	45130700	45131538
7	44862233	44865067
7	44836457	44844816
7	44836457	44844467
7	44818551	44831245
7	44749440	44750574
7	44743637	44744396
7	44743383	44743624
7	44715188	44715870
7	44715086	44717031
7	44191146	44194525
7	44152868	44154649
7	44005901	44007204
7	43765745	43766420
7	43720109	43721258
7	43581144	43593699
7	43514565	43515080
7	43142861	43145188
7	42749032	42752313
7	42607323	42607894
7	42492618	42493749
7	42348437	42348633
7	42313482	42316428
7	42224610	42226319
7	41928936	41929983
7	41746480	41810114
7	41746480	41747865
7	41553968	41555337
7	41553959	41555454
7	41485031	41486232
7	41437097	41438812
7	41435361	41438812
7	41435006	41438812
7	41027784	41029155
7	41068132	41069524
7	41067901	41069524
7	40586416	40597615
7	40586375	40597615
7	40582836	40586124
7	40582836	40586147
7	40427296	40428471
7	40393434	40394160
7	40391993	40394137
7	40391992	40394137
7	40341096	40343751
7	40341090	40346420
7	40127509	40134293
7	39645361	39656435
7	39580164	39581666
7	39234488	39240467
7	38976668	38978186
7	38907938	38910587
7	38661445	38663472
7	38637719	38640190
7	38403810	38405745
7	38403810	38408069
7	38403810	38408276
7	38195214	38195909
7	37856840	37860375
7	37846683	37860443
7	37739239	37740147
7	37041239	37042757
7	37037012	37042784
7	37037007	37042784
7	36877380	36879979
7	36877285	36880016
7	36623604	36623819
7	35622159	35625584
7	35624286	35625677
7	35622336	35625677
7	35622159	35625677
7	35380947	35384543
7	35113036	35113263
7	35092487	35096184
7	35024337	35026659
7	34937541	34939375
7	34885173	34892065
7	34885173	34892432
7	34562709	34564593
7	34006591	34010369
7	34009578	34010484
7	34005337	34010484
7	33703890	33707579
7	33532390	33536436
7	33532039	33536542
7	33459306	33461866
7	33459274	33461866
7	33458511	33461866
7	33459301	33461906
7	33389174	33389841
7	33388321	33389841
7	33292240	33294466
7	33239275	33249185
7	33184317	33184961
7	33160886	33162300
7	33110804	33114090
7	33019759	33021560
7	32745794	32746363
7	32637146	32645597
7	32637146	32645624
7	32490442	32493054
7	32254886	32294878
7	32254857	32294878
7	32254829	32294878
7	32103896	32105382
7	31926294	31927153
7	31861426	31863258
7	31785259	31790644
7	31534238	31535223
7	31469833	31471855
7	31335633	31336634
7	31321221	31322616
7	30331804	30332058
7	30284708	30286122
7	30182955	30183983
7	29933113	29933835
7	29598110	29599475
7	29574660	29574899
7	29554301	29556602
7	29541119	29542841
7	29541012	29542841
7	29406258	29409357
7	29279259	29280880
7	29187839	29189361
7	28828389	28830810
7	28588484	28589337
7	28372031	28373373
7	28368852	28373373
7	28230459	28232202
7	28223358	28228273
7	28223358	28227761
7	28020454	28028774
7	27696330	27697345
7	27695451	27697345
7	27355537	27356001
7	27136558	27137732
7	27043083	27048917
7	26982555	26983101
7	26980477	26983655
7	26877173	26878467
7	26879391	26880096
7	26879073	26880096
7	26877173	26880096
7	26619310	26619562
7	26608984	26609579
7	26415733	26415900
7	26394794	26394961
7	26296325	26296912
7	26247897	26250203
7	26243249	26250203
7	26243246	26250203
7	26168122	26169874
7	26167430	26169638
7	25820983	25821590
7	25820983	25825828
7	25796976	25797870
7	25521621	25524708
7	25104262	25106837
7	24741062	24741380
7	24685686	24687462
7	24559986	24560479
7	24423090	24427016
7	24407765	24408832
7	23972787	23974353
7	23769242	23780203
7	23752380	23753430
7	23728517	23730570
7	23728517	23730596
7	23662748	23663341
7	23662116	23663374
7	23547847	23551257
7	23547847	23551271
7	23547847	23551324
7	23547668	23551324
7	23415258	23416266
7	23364888	23366618
7	23364888	23366040
7	23247534	23249181
7	22637422	22639698
7	22593617	22596366
7	22593563	22596366
7	22633706	22634434
7	22534450	22539093
7	22534434	22537454
7	22534349	22537828
7	22528794	22531189
7	22512372	22513232
7	22372740	22374417
7	22267995	22272960
7	22267952	22272958
7	22267880	22272963
7	22267694	22272958
7	22239911	22241203
7	21949799	21950846
7	21809955	21811964
7	21557762	21559848
7	21557698	21561554
7	21560674	21561601
7	21557830	21561601
7	21557698	21561601
7	21523954	21525113
7	21340426	21342399
7	21287558	21288651
7	21287558	21290256
7	21283001	21287121
7	21200138	21209290
7	21200138	21203325
7	21160811	21162260
7	20921498	20922447
7	20722589	20723618
7	20597175	20597989
7	20576955	20585527
7	20576955	20583881
7	20577902	20578480
7	20580292	20585527
7	20585091	20586043
7	20548692	20550714
7	20340177	20340627
7	20337594	20338045
7	20073437	20074190
7	19993628	19995763
7	19658744	19659577
7	19634413	19636498
7	19507872	19511834
7	19500154	19500820
7	19494693	19500133
7	19494469	19500133
7	19494435	19500133
7	19185209	19185811
7	19094996	19097034
7	19095051	19101243
7	19091924	19101243
7	19083049	19101243
7	18954749	18955697
7	18937309	18937546
7	18786694	18786993
7	18637152	18638188
7	18636884	18638188
7	18620591	18626341
7	18620330	18626341
7	18531224	18535522
7	18531204	18535493
7	18437737	18439839
7	18436712	18440330
7	18436556	18437950
7	18237830	18241809
7	18150688	18159227
7	18150408	18150977
7	18150408	18157543
7	18150408	18158123
7	18150408	18158652
7	18078481	18080626
7	17896169	17896528
7	17708287	17719138
7	17708098	17719138
7	17319282	17325139
7	17302339	17303880
7	17302240	17303880
7	17005245	17019385
7	16711724	16712111
7	16206802	16209057
7	16202771	16203691
7	15838022	15839110
7	15671318	15672307
7	15616347	15618158
7	15480924	15483395
7	15467965	15468908
7	15342731	15350796
7	15287196	15293958
7	15225270	15226093
7	15164297	15164874
7	15083205	15085139
7	15014284	15015207
7	15013269	15015208
7	15013283	15015289
7	14894824	14897646
7	14793410	14802634
7	14626505	14627884
7	14614573	14618458
7	14473928	14474028
7	14469205	14474919
7	14468927	14474919
7	14468870	14474919
7	14468797	14474919
7	14359018	14368764
7	14337916	14346418
7	14337673	14346418
7	14331500	14346418
7	13669407	13669987
7	13624623	13626638
7	13612838	13614464
7	13586915	13587835
7	13574539	13576897
7	13562001	13563753
7	13493755	13495493
7	13181810	13184354
7	12709254	12710092
7	12408537	12444694
7	12405146	12407775
7	12279456	12280062
7	12013733	12015595
7	11580406	11582661
7	11492671	11493481
7	11492262	11493481
7	11446469	11447698
7	11446208	11447698
7	11446208	11450539
7	11446087	11447698
7	11289237	11293516
7	11135268	11139492
7	11133095	11139492
7	10975561	10976878
7	10975561	10976887
7	10975561	10976899
7	10903578	10907839
7	10791433	10797563
7	10699275	10703311
7	10580269	10581393
7	10562223	10565361
7	10431582	10460630
7	10047282	10052451
7	9918488	9921513
7	9917693	9921513
7	9910307	9912620
7	9713293	9714440
7	9715376	9716596
7	9712577	9716596
7	9547732	9551752
7	9547734	9551752
7	9373905	9377657
7	9345721	9346697
7	9261215	9266065
7	9260420	9266065
7	9209277	9212940
7	9209252	9212979
7	9209243	9212980
7	9107769	9118347
7	9054810	9055606
7	8933566	8935926
7	8705526	8709166
7	8525160	8527464
7	8472497	8477372
7	8368383	8372075
7	8310841	8315240
7	8183160	8199889
7	8066461	8067460
7	8066461	8071872
7	8056369	8061156
7	8064623	8065316
7	8056369	8065316
7	8056757	8065662
7	8056451	8065662
7	7922257	7923554
7	7836812	7837481
7	7815543	7820930
7	7815535	7820930
7	7815429	7819953
7	7720456	7721637
7	7548219	7549751
7	7525776	7526844
7	7512096	7512815
7	7511949	7515744
7	7500378	7507301
7	7464593	7467805
7	7451202	7456538
7	7419148	7421173
7	7273053	7277305
7	7273053	7285293
7	7273053	7285294
7	7279315	7285361
7	7273053	7285361
7	7266068	7271089
7	7261309	7264685
7	7262450	7264721
7	7161092	7174594
7	7153306	7174594
7	7123031	7124333
7	7075230	7088360
7	7075230	7086308
7	7075485	7088360
7	7070209	7071628
7	7012087	7013388
7	6859805	6861047
7	6604409	6606016
7	6581600	6583265
7	6544823	6545749
7	6540482	6542475
7	6442253	6445218
7	6439450	6441294
7	6149799	6151909
7	6149756	6151601
7	6147665	6147995
7	6146706	6151909
7	6072503	6074520
7	6072503	6074525
7	6072503	6074570
7	5789158	5790020
7	5557187	5557868
7	5568049	5570142
7	5617512	5618904
7	5617512	5618927
7	5617501	5618927
7	5531911	5532240
7	5520895	5524522
7	5457725	5462726
7	5420293	5424699
7	5402443	5406472
7	5277400	5278259
7	5150403	5153576
7	5150368	5154711
7	5150368	5154827
7	5150208	5153577
7	5150208	5154706
7	5147361	5148057
7	5138902	5145630
7	5132960	5135053
7	5100138	5105705
7	5091527	5098519
7	5077289	5080373
7	4970133	4971527
7	4965345	4966575
7	4963424	4966022
7	4963005	4965926
7	4907422	4909109
7	4907417	4908086
7	4907415	4909065
7	4847296	4849096
7	4805833	4808169
7	4799679	4801203
7	4799319	4801203
7	4708398	4726962
7	4685362	4686349
7	4551931	4552890
7	4490771	4492154
7	4471988	4472822
7	4378161	4378699
7	4372358	4374439
7	4311957	4313916
7	4307138	4310252
7	4166250	4167474
7	4082077	4086056
7	4033272	4035577
7	4032969	4035577
7	3910713	3911477
7	3894813	3896874
7	3193548	3198061
7	3193146	3198061
7	3025543	3026306
7	3016427	3017522
7	3011685	3012644
7	3002707	3011032
7	3000577	3011032
7	2964980	2970585
7	2964980	2966536
7	2960526	2964318
7	2894079	2894784
7	2877230	2877934
7	2872688	2874871
7	2798530	2800812
7	2750461	2752227
7	2746257	2748360
7	2740109	2740937
7	2720485	2721893
7	2714411	2716189
7	2666734	2667051
7	2630972	2634436
7	2632407	2634436
7	2617891	2619780
7	2597362	2599901
7	2588235	2593971
7	2588235	2593977
7	2584810	2587604
7	2558148	2560700
7	2428965	2429693
7	2369695	2369998
7	2362266	2363807
7	2295884	2296892
7	2178961	2210987
7	2162503	2164013
7	2147314	2149581
7	2138862	2144213
7	1958055	1960555
7	1949666	1957643
7	1929391	1933044
7	1929391	1947868
7	1792933	1797916
7	1791268	1792601
7	1791269	1792601
7	1365222	1369118
7	1365222	1370481
7	1365222	1370513
7	1309610	1312065
7	1309331	1312065
7	1313192	1318146
7	1309955	1318146
7	1318629	1319347
7	1314804	1321760
7	1313315	1321760
7	1313192	1321760
7	1290257	1291117
7	1289961	1293925
7	1289961	1293965
7	1269882	1272727
7	1272840	1273906
7	1232553	1236835
7	1195548	1204177
7	1145080	1151528
7	1144796	1151528
7	1142900	1143903
7	920232	924567
7	804834	806985
7	803648	806700
7	725316	726416
7	574225	575169
7	575561	577116
7	571927	572793
7	571701	572793
7	569973	572793
7	569941	572708
7	569941	572793
7	427647	432921
7	306995	308828
7	302316	304014
7	272887	276486
7	188554	189026
7	178311	188310
7	116570	119600
7	32428	33693
7	27232	28226
7	15260	22690
7	15260	20941
7	176806695	176810119
7	176570978	176581050
7	176521164	176526019
7	176436690	176438696
7	176260742	176262013
7	176260711	176262044
7	176260711	176262411
7	176175338	176182664
7	176175338	176183379
7	176067164	176070982
7	176067375	176070982
7	175967088	175981458
7	175878864	175880633
7	175876893	175878047
7	175876893	175880633
7	175876893	175880676
7	175864006	175864684
7	175686256	175688354
7	175682660	175683654
7	175679378	175680440
7	175679378	175682301
7	175679389	175682461
7	175679378	175682461
7	175613777	175615815
7	175613777	175615828
7	175611882	175613525
7	175443064	175445168
7	175443064	175443923
7	175434762	175441426
7	175434762	175440356
7	175440593	175441426
7	175393980	175396428
7	175393980	175396431
7	175393979	175396428
7	175393979	175396431
7	175390549	175393840
7	175390545	175391264
7	175336727	175337744
7	175335016	175336435
7	175323090	175325161
7	175323090	175332481
7	175323051	175332481
7	175249734	175250789
7	175249472	175250789
7	175242512	175243426
7	175242512	175243488
7	175219521	175221262
7	175015515	175030105
7	174996931	175030459
7	175027613	175030487
7	174852415	174854252
7	174852415	174854659
7	174852415	174855086
7	174834211	174846596
7	174820350	174831366
7	174820350	174831406
7	174797439	174805149
7	174797432	174805245
7	174804338	174805272
7	174791663	174793888
7	174785186	174790941
7	174759307	174764297
7	174719120	174721133
7	174718976	174721154
7	174618957	174621870
7	174619016	174621870
7	174619016	174619991
7	174614622	174615429
7	174582127	174584270
7	174575764	174580108
7	174559034	174561015
7	174550356	174552407
7	174539437	174548995
7	174539360	174548995
7	174364667	174370235
7	174260975	174263984
7	174261007	174264335
7	174241183	174241530
7	174238438	174238767
7	174201605	174222332
7	174196452	174198593
7	174189332	174191577
7	174189332	174193291
7	174189332	174193300
7	174072402	174074684
7	173932041	173933487
7	173926857	173929260
7	173786805	173788501
7	173786766	173788598
7	173786766	173788675
7	173780290	173782115
7	173692012	173693306
7	173641491	173642947
7	173527901	173529326
7	173527843	173531883
7	173527843	173531900
7	173474948	173484155
7	173463974	173465845
7	173463974	173474476
7	173448889	173449735
7	173448923	173462476
7	173368466	173370050
7	173363879	173364913
7	173311235	173314883
7	173020722	173023606
7	173020722	173025386
7	173020722	173025426
7	173016115	173017181
7	172920911	172923332
7	172820487	172821925
7	172820459	172822118
7	172820457	172822165
7	172820457	172822288
7	172809274	172811080
7	172793880	172796124
7	172784210	172785302
7	172768846	172772631
7	172768124	172771041
7	172757466	172758847
7	172752656	172753114
7	172752656	172754684
7	172613765	172622777
7	172613820	172625361
7	172613719	172625614
7	172613719	172625726
7	172613765	172625776
7	172553700	172554329
7	172537058	172538647
7	172506138	172508938
7	172506138	172511079
7	172504992	172505370
7	172475107	172476227
7	172407523	172408874
7	172392978	172395119
7	172381376	172393385
7	172381310	172385080
7	172242039	172247350
7	172186603	172199760
7	172157468	172159697
7	172155984	172159668
7	172155938	172159535
7	172155938	172159668
7	172155305	172159668
7	172155305	172159697
7	172022758	172024519
7	171965271	171970027
7	171863737	171865613
7	171863679	171865292
7	171785551	171788818
7	171783843	171788818
7	171769883	171771120
7	171769874	171771120
7	171740501	171744719
7	171672556	171675252
7	171672556	171675255
7	171672556	171675411
7	171632932	171656173
7	171629808	171630386
7	171587268	171587773
7	171523487	171527246
7	171523487	171525328
7	171461296	171462753
7	171387757	171390726
7	171227376	171231391
7	171227376	171231746
7	171221805	171226166
7	171221805	171226183
7	171082515	171085303
7	171069554	171070140
7	171029922	171032363
7	170989664	171000550
7	170989369	171000550
7	170940483	170947643
7	170920845	170922806
7	170896341	170900793
7	170900647	170901308
7	170896341	170901308
7	170877667	170882276
7	170874750	170877109
7	170848922	170860312
7	170848917	170859966
7	170693269	170696587
7	170693269	170696588
7	170689270	170690530
7	170683745	170685429
7	170683745	170685433
7	170660805	170663393
7	170607054	170610131
7	170528909	170535615
7	170528931	170535709
7	170463298	170477999
7	170431433	170436383
7	170427309	170429109
7	170423405	170425458
7	170390911	170407322
7	170390911	170406469
7	170378993	170383783
7	170357411	170368396
7	170344420	170346373
7	170285189	170288776
7	170150816	170152159
7	170150816	170152179
7	170150816	170154134
7	170140855	170144944
7	170071605	170074933
7	170071234	170074933
7	170067162	170070324
7	169882372	169883683
7	169866203	169867375
7	169685762	169686157
7	169626143	169629152
7	169575027	169580058
7	169575027	169580016
7	169493320	169497714
7	169493396	169497803
7	169492825	169497883
7	169444105	169446017
7	169444105	169449018
7	169419684	169420186
7	169308544	169310394
7	169308485	169310403
7	169308485	169310488
7	169244481	169247818
7	169243726	169247818
7	169217130	169218220
7	169214787	169216109
7	169214787	169218220
7	169201836	169202357
7	168860736	168862574
7	168846937	168849013
7	168831949	168833389
7	168825649	168826940
7	168825649	168826990
7	168785030	168787324
7	168697254	168700858
7	168611024	168612500
7	168522661	168523639
7	168522815	168527050
7	168522661	168527050
7	168509909	168513127
7	168509879	168513127
7	168489194	168508501
7	168489194	168508722
7	168487484	168488709
7	168449747	168450116
7	168446968	168448568
7	168441642	168442593
7	168441642	168442771
7	168427832	168430069
7	168343729	168344517
7	168343729	168345683
7	168329433	168330317
7	168329433	168330564
7	168329433	168331529
7	168293462	168295497
7	168291203	168295497
7	168291164	168295497
7	168205644	168207360
7	168205644	168207361
7	168147615	168148658
7	168133548	168134788
7	168133548	168134811
7	168129263	168132250
7	168129263	168132539
7	168121926	168122396
7	168118531	168119708
7	168019884	168022652
7	167976582	167977970
7	167946677	167948301
7	167946802	167948331
7	167946290	167948429
7	167946290	167948437
7	167874901	167878405
7	167874901	167878810
7	167862249	167864329
7	167859239	167862035
7	167856952	167857939
7	167856952	167858362
7	167750249	167755393
7	167750249	167755441
7	167674264	167675476
7	167539774	167541432
7	167531141	167533218
7	167523073	167524737
7	167466195	167467589
7	167438523	167441117
7	167429791	167430981
7	167410878	167418160
7	167382574	167383555
7	167373185	167379694
7	167354099	167361380
7	167269836	167281319
7	167265229	167269402
7	167265229	167269404
7	167259063	167269341
7	167193406	167194855
7	167129631	167138862
7	167129631	167140189
7	167129631	167140216
7	167129631	167140227
7	167068146	167082366
7	167061950	167062443
7	166998103	167000747
7	166884741	166887809
7	166719382	166725144
7	166719382	166725469
7	166719378	166725729
7	166705242	166706161
7	166705242	166708594
7	166707856	166709403
7	166705242	166709444
7	166416769	166419458
7	166427115	166429807
7	166416769	166429807
7	166427089	166429948
7	166410296	166413576
7	166410335	166416022
7	166410304	166416118
7	166410296	166416118
7	166203274	166203663
7	166198404	166200902
7	166196136	166197081
7	166191637	166197081
7	166176249	166180326
7	166160578	166175495
7	166025841	166029166
7	165975422	165981384
7	165975422	165982428
7	165951973	165953045
7	165864404	165948932
7	165855237	165859974
7	165855165	165860167
7	165824978	165828224
7	165824978	165829736
7	165825013	165833522
7	165784224	165785899
7	165719833	165723658
7	165706457	165706910
7	165546190	165547083
7	165539046	165545756
7	165539046	165547083
7	165506191	165510340
7	165496239	165497218
7	165496239	165498650
7	165413790	165415552
7	165399552	165408274
7	165353697	165355202
7	165341867	165342477
7	165337344	165341000
7	165285231	165292819
7	165196140	165197777
7	165136334	165142651
7	165136334	165136915
7	165058380	165067972
7	165054074	165055852
7	165038048	165044961
7	165027076	165030715
7	164993769	164996306
7	164988124	164991819
7	164988124	164993149
7	164864122	164868947
7	164817114	164817861
7	164812660	164813865
7	164811512	164812305
7	164783782	164784909
7	164695137	164706198
7	164687470	164691741
7	164670028	164672056
7	164646576	164647571
7	164641548	164642399
7	164603766	164605241
7	164498162	164498791
7	164496101	164496944
7	164278748	164282312
7	164274299	164274991
7	164274295	164275123
7	164237270	164239690
7	164237131	164239746
7	164120227	164125274
7	164117975	164119991
7	164113710	164115548
7	164110469	164115548
7	164109390	164115548
7	164109370	164115548
7	164026278	164028417
7	164003660	164007546
7	163824634	163827441
7	163823601	163826288
7	163818460	163821972
7	163801414	163802418
7	163795396	163796531
7	163794820	163796531
7	163721882	163722729
7	163709796	163711350
7	163709796	163712544
7	163709796	163712549
7	163551807	163556233
7	163413528	163414932
7	163410502	163413618
7	163410502	163414928
7	163387138	163397911
7	163387138	163397567
7	163273047	163273409
7	163272366	163272696
7	163254385	163272767
7	163249230	163250575
7	163162496	163163273
7	163159924	163163380
7	163159905	163162108
7	163153608	163158733
7	163153587	163155433
7	163153587	163158733
7	163087854	163092017
7	163086068	163092017
7	162989964	162991612
7	162838578	162848188
7	162838439	162848188
7	162837624	162848188
7	162759941	162761005
7	162759941	162762977
7	162756581	162757593
7	162747040	162747678
7	162531334	162531832
7	162521578	162522153
7	162437657	162438916
7	162437594	162438892
7	162354250	162356822
7	162352707	162353303
7	162295212	162299185
7	162247332	162249303
7	162223699	162224085
7	162188913	162190041
7	162135608	162137419
7	162108148	162114544
7	162075533	162081711
7	162043060	162044852
7	161941687	161944142
7	161833403	161833971
7	161744434	161745079
7	161734821	161735864
7	161724076	161725368
7	161658677	161660464
7	161658677	161659735
7	161648765	161656479
7	161482828	161484771
7	161482828	161485098
7	161474828	161478878
7	161474696	161477495
7	161474696	161477549
7	161462229	161468949
7	161462229	161464471
7	161386372	161389210
7	161376266	161377123
7	161376266	161378737
7	161325637	161326443
7	161325637	161329188
7	161219375	161220122
7	161211725	161212472
7	160854633	160856768
7	160847731	160850026
7	160792661	160793924
7	160637827	160641487
7	160628522	160632132
7	160628660	160632132
7	160500025	160510982
7	160480041	160481020
7	160441061	160441426
7	160411540	160419928
7	160322885	160328827
7	160294878	160297851
7	160294878	160296780
7	160294906	160296695
7	160293254	160293694
7	160286329	160287563
7	160281593	160285740
7	160271755	160276330
7	160271657	160276364
7	160189921	160192923
7	160182855	160187836
7	160072049	160075202
7	160071867	160074527
7	160071867	160075599
7	160062430	160068019
7	160062430	160067999
7	160062432	160068019
7	160062432	160063898
7	159979076	159979972
7	159960915	159961570
7	159943984	159944517
7	159943753	159944792
7	159895056	159898238
7	159895056	159898945
7	159817206	159822725
7	159817109	159822725
7	159812327	159812944
7	159799011	159801141
7	159800506	159812272
7	159789993	159791916
7	159765180	159767316
7	159621182	159622139
7	159616312	159618469
7	159515313	159576155
7	159515313	159517415
7	159572712	159576155
7	159572712	159574345
7	159501156	159503146
7	159448629	159449530
7	159212641	159213434
7	159008324	159016092
7	159014609	159016236
7	158998200	158999609
7	158989506	158992441
7	158983177	158984322
7	158965973	158971353
7	158715746	158718906
7	158630854	158640715
7	158639557	158640715
7	158406894	158408665
7	158336653	158342207
7	158175062	158191500
7	157976809	157978276
7	157932557	157935987
7	157773180	157776917
7	157771968	157777346
7	157730734	157731944
7	157722963	157726863
7	157708697	157709983
7	157708697	157716763
7	157638031	157641018
7	157631288	157636354
7	157631952	157636354
7	157607812	157609207
7	157607233	157609225
7	157541397	157543632
7	157425962	157426593
7	157397100	157397830
7	157389129	157389356
7	157163642	157176431
7	156954008	156955855
7	156890360	156895822
7	156890360	156896840
7	156840875	156844110
7	156839309	156841664
7	156839309	156844148
7	156824570	156826780
7	156826754	156826919
7	156781035	156783869
7	156776841	156779616
7	156682269	156685040
7	156607868	156608958
7	156607868	156611671
7	156607922	156615847
7	156548441	156549941
7	156548441	156550988
7	156534002	156535069
7	156324058	156327322
7	156311498	156314690
7	156059521	156065449
7	155996481	155999329
7	155996481	155999754
7	155851758	155852760
7	155782075	155784598
7	155782073	155784598
7	155781715	155784598
7	155780672	155784598
7	155780323	155784598
7	155744184	155745221
7	155653647	155658404
7	155632932	155633918
7	155632138	155633919
7	155626552	155627590
7	155626552	155627793
7	155623682	155625227
7	155623682	155626139
7	155598887	155602061
7	155430957	155432253
7	155404548	155405848
7	155396510	155397672
7	155396510	155399710
7	155379109	155380144
